revision, size, dirs, files
1085, 4695934, 31, 716
1086, 4704349, 31, 717
1087, 4708139, 31, 718
1088, 4708018, 31, 718
1089, 4709674, 31, 718
1090, 4709819, 31, 718
1091, 4709467, 31, 718
1092, 4711524, 31, 718
1093, 4729025, 32, 723
1094, 4731718, 32, 723
1095, 4732222, 32, 723
1096, 4741447, 32, 724
1097, 4752101, 33, 725
1098, 4753051, 33, 725
1099, 4753645, 33, 725
1100, 4754504, 33, 725
1101, 4771401, 33, 727
1102, 4771521, 33, 727
1103, 4773588, 33, 727
1104, 4773762, 33, 727
1105, 4774210, 33, 727
1106, 4774289, 33, 727
1107, 4772105, 33, 727
1108, 4772551, 33, 727
1109, 4773142, 33, 727
1110, 4777396, 33, 728
1111, 4782036, 33, 729
1112, 4782390, 33, 729
1113, 4782662, 33, 729
1114, 4782915, 33, 729
1115, 4786292, 33, 729
1116, 4788255, 33, 729
1117, 4788349, 33, 729
1118, 4788830, 33, 729
1119, 4785310, 33, 729
1120, 4785949, 33, 729
1121, 4787574, 33, 729
1122, 4787923, 33, 729
1123, 4788523, 33, 729
1124, 4788516, 33, 729
1125, 4790092, 33, 729
1126, 4791172, 33, 729
1127, 4791235, 33, 729
1128, 4792811, 33, 729
1129, 4794302, 33, 729
1130, 4795069, 33, 729
1131, 4796185, 33, 729
1132, 4796967, 33, 729
1133, 4798115, 33, 729
1134, 4798111, 33, 729
1135, 4798227, 33, 729
1136, 4801311, 33, 729
1137, 4801758, 33, 729
1138, 4807970, 33, 732
1139, 4808093, 33, 732
1140, 4807358, 33, 732
1141, 4808385, 33, 732
1142, 4835351, 33, 735
1143, 4838152, 33, 736
1144, 4838209, 33, 737
1145, 4841511, 33, 738
1146, 4843724, 33, 738
1147, 4844088, 33, 738
1148, 4850812, 33, 739
1149, 4853120, 33, 739
1150, 4853486, 33, 739
1151, 4856124, 33, 739
1152, 4855995, 33, 739
1153, 4858592, 33, 739
1154, 4867450, 34, 741
1155, 4867968, 34, 741
1156, 4869336, 34, 741
1157, 4885980, 37, 747
1158, 4895838, 37, 751
1159, 4905965, 38, 755
1160, 4914869, 40, 759
1161, 4931227, 41, 765
1162, 4947961, 41, 768
1163, 4980004, 41, 776
1164, 4941818, 41, 772
1165, 5018577, 44, 788
1166, 5021962, 44, 788
1167, 5022788, 44, 788
1168, 5026797, 44, 788
1169, 5046911, 45, 796
1170, 5047737, 45, 796
1171, 5056053, 47, 800
1172, 5056103, 47, 800
1173, 5061099, 47, 801
1174, 5078209, 48, 809
1175, 5078737, 48, 809
1176, 5080841, 48, 809
1177, 5081397, 48, 809
1178, 5087115, 48, 811
1179, 5087744, 48, 811
1180, 5087842, 48, 811
1181, 5091303, 48, 811
1182, 5093890, 48, 811
1183, 5095424, 48, 811
1184, 5095128, 48, 811
1185, 5098195, 48, 811
1186, 5098518, 48, 811
1187, 5097952, 48, 811
1188, 5098510, 48, 811
1189, 5102431, 48, 811
1190, 5113742, 48, 811
1191, 5131209, 48, 811
1192, 5132895, 48, 811
1193, 5132317, 48, 811
1194, 5134321, 48, 811
1195, 5135732, 48, 811
1196, 5145373, 48, 811
1197, 5146118, 48, 811
1198, 5145167, 48, 811
1199, 5146929, 48, 811
1200, 5146937, 48, 811
1201, 5149188, 48, 811
1202, 5179216, 54, 823
1203, 5193838, 58, 830
1204, 5204024, 58, 832
1205, 5203956, 58, 832
1206, 5210243, 58, 834
1207, 5211843, 58, 834
1208, 5214820, 58, 834
1209, 5221137, 58, 835
1210, 5227472, 58, 838
1211, 5229718, 58, 838
1212, 5233985, 58, 839
1213, 5234902, 58, 839
1214, 5236763, 58, 839
1215, 5238880, 58, 839
1216, 5238982, 58, 839
1217, 5239483, 58, 839
1218, 5239625, 58, 839
1219, 5246149, 58, 841
1220, 5246172, 58, 841
1221, 5246721, 58, 841
1222, 5255998, 58, 845
1223, 5259771, 58, 845
1224, 5273536, 58, 847
1225, 5273769, 58, 847
1226, 5274032, 58, 847
1227, 5761019, 58, 962
1228, 5761539, 58, 962
1229, 5761580, 58, 962
1230, 5761786, 58, 962
1231, 5762057, 58, 962
1232, 5762592, 58, 962
1233, 5763770, 58, 962
1234, 5763190, 58, 962
1235, 5764057, 58, 962
1236, 5765687, 58, 962
1237, 5773128, 58, 962
1238, 5773297, 58, 962
1239, 5776175, 59, 963
1240, 5776658, 59, 963
1241, 5779346, 59, 963
1242, 5781856, 59, 963
1243, 5781683, 59, 963
1244, 5784725, 59, 964
1245, 5786479, 59, 964
1246, 5787167, 59, 964
1247, 5790138, 59, 964
1248, 5792590, 59, 965
1249, 5805215, 59, 965
1250, 5805508, 59, 965
1251, 5809273, 59, 965
1252, 5812766, 59, 965
1253, 5812781, 59, 965
1254, 5813371, 59, 965
1255, 5813845, 59, 965
1256, 5817816, 59, 966
1257, 5822101, 59, 966
1258, 5822289, 59, 966
1259, 5824116, 59, 966
1260, 5824263, 59, 966
1261, 5824774, 59, 966
1262, 5826461, 59, 966
1263, 5826706, 59, 966
1264, 5826396, 59, 966
1265, 5829058, 59, 966
1266, 5829143, 59, 966
1267, 5830950, 59, 966
1268, 5836832, 59, 967
1269, 5837268, 59, 967
1270, 5836981, 59, 967
1271, 5837044, 59, 967
1272, 5837128, 59, 967
1273, 5843891, 59, 969
1274, 5840769, 59, 969
1275, 5848956, 59, 979
1276, 5848839, 59, 979
1277, 5848861, 59, 979
1278, 5849121, 59, 979
1279, 5858629, 59, 981
1280, 5860110, 59, 981
1281, 5861497, 59, 981
1282, 5873011, 60, 983
1283, 5873289, 60, 983
1284, 5874022, 60, 983
1285, 5874197, 60, 983
1286, 5877227, 60, 983
1287, 5879829, 60, 983
1288, 5879915, 60, 983
1289, 5882355, 60, 983
1290, 5884383, 61, 983
1291, 5886877, 61, 984
1292, 5886989, 61, 984
1293, 5887578, 61, 984
1294, 5890111, 61, 985
1295, 5890475, 61, 985
1296, 5890922, 61, 985
1297, 5891047, 61, 985
1298, 5894751, 61, 986
1299, 5895159, 61, 986
1300, 5896542, 61, 986
1301, 5896783, 61, 986
1302, 5899210, 61, 986
1303, 5903396, 61, 985
1304, 5904180, 61, 985
1305, 5904823, 61, 985
1306, 5921399, 61, 988
1307, 5921604, 61, 988
1308, 5923089, 61, 988
1309, 5922873, 61, 988
1310, 5922934, 61, 988
1311, 5925770, 61, 989
1312, 5925788, 61, 989
1313, 5926143, 61, 989
1314, 5928562, 61, 990
1315, 5928700, 61, 990
1316, 5931638, 61, 991
1317, 5936323, 61, 991
1318, 5938749, 61, 992
1319, 5938943, 61, 992
1320, 5940189, 61, 992
1321, 5943815, 61, 992
1322, 5944632, 61, 992
1323, 5945911, 61, 992
1324, 5945911, 61, 992
1325, 5946681, 61, 992
1326, 5947908, 61, 992
1327, 5948366, 61, 992
1328, 5948987, 61, 992
1329, 5949509, 61, 992
1330, 5957634, 61, 992
1331, 5971835, 62, 994
1332, 5972204, 62, 994
1333, 5973538, 62, 994
1334, 5977638, 62, 995
1335, 5978507, 62, 995
1336, 5979630, 62, 995
1337, 5979628, 62, 995
1338, 5979990, 62, 995
1339, 5980232, 62, 995
1340, 5984811, 62, 997
1341, 5987044, 62, 997
1342, 5987177, 62, 997
1343, 5987818, 62, 997
1344, 6002432, 63, 1000
1345, 6006696, 63, 1001
1346, 6008897, 63, 1002
1347, 6007456, 63, 1002
1348, 6009105, 63, 1003
1349, 6009430, 63, 1003
1350, 6012717, 63, 1004
1351, 6017427, 64, 1006
1352, 6022756, 64, 1009
1353, 6026979, 64, 1009
1354, 6027425, 64, 1009
1355, 6027648, 64, 1009
1356, 6028711, 64, 1009
1357, 6055755, 64, 1009
1358, 6060911, 64, 1010
1359, 6061712, 64, 1010
1360, 6062027, 64, 1010
1361, 6062793, 64, 1010
1362, 6063370, 64, 1010
1363, 6068597, 64, 1011
1364, 6069730, 64, 1011
1365, 6070358, 64, 1011
1366, 6076708, 64, 1013
1367, 6083927, 64, 1013
1368, 6085872, 64, 1013
1369, 6086141, 64, 1013
1370, 6088055, 65, 1014
1371, 6094711, 65, 1014
1372, 6096448, 65, 1014
1373, 6096739, 65, 1014
1374, 6098236, 65, 1014
1375, 6098527, 65, 1014
1376, 6099827, 65, 1014
1377, 6111004, 65, 1016
1378, 6115400, 65, 1017
1379, 6121770, 65, 1018
1380, 6040852, 65, 1018
1381, 6062934, 65, 1018
1382, 6063721, 65, 1018
1383, 6053702, 65, 1018
1384, 6038088, 65, 1018
1385, 6038296, 65, 1018
1386, 6041418, 65, 1019
1387, 6041326, 65, 1019
1388, 6043453, 65, 1020
1389, 6043612, 65, 1020
1390, 6044644, 65, 1021
1391, 6046065, 65, 1021
1392, 6048623, 65, 1021
1393, 6054308, 66, 1023
1394, 6055506, 66, 1023
1395, 6057592, 66, 1023
1396, 6061838, 66, 1023
1397, 6066893, 66, 1027
1398, 6067627, 66, 1027
1399, 6068719, 66, 1027
1400, 6073576, 66, 1028
1401, 6076268, 66, 1028
1402, 6078224, 66, 1029
1403, 6078510, 66, 1029
1404, 6116069, 66, 1031
1405, 6118267, 66, 1031
1406, 6118378, 66, 1031
1407, 6118756, 66, 1031
1408, 6118800, 66, 1031
1409, 6122119, 66, 1031
1410, 6122979, 66, 1031
1411, 6121732, 66, 1031
1412, 6122351, 66, 1031
1413, 6132670, 66, 1033
1414, 6136729, 66, 1033
1415, 6147729, 66, 1033
1416, 6155765, 66, 1033
1417, 6157575, 66, 1033
1418, 6158584, 66, 1033
1419, 6161818, 66, 1033
1420, 6163153, 66, 1033
1421, 6166089, 66, 1034
1422, 6166185, 66, 1034
1423, 6166619, 66, 1034
1424, 6166920, 66, 1034
1425, 6168386, 66, 1034
1426, 6168625, 66, 1034
1427, 6168913, 66, 1034
1428, 6169453, 66, 1034
1429, 6170932, 66, 1034
1430, 6171030, 66, 1034
1431, 6175911, 66, 1035
1432, 6175790, 66, 1035
1433, 6176215, 66, 1035
1434, 6181454, 66, 1036
1435, 6182961, 66, 1036
1436, 6183174, 66, 1036
1437, 6183538, 66, 1036
1438, 6184071, 66, 1036
1439, 6184401, 66, 1036
1440, 6185234, 66, 1037
1441, 6185061, 66, 1037
1442, 6185105, 66, 1037
1443, 6185083, 66, 1037
1444, 6185519, 66, 1037
1445, 6185525, 66, 1037
1446, 6185630, 66, 1037
1447, 6187153, 66, 1040
1448, 6187127, 66, 1040
1449, 6187120, 66, 1040
1450, 6187132, 66, 1040
1451, 6193735, 66, 1040
1452, 6193785, 66, 1040
1453, 6205791, 66, 1040
1454, 6206585, 66, 1040
1455, 6206573, 66, 1040
1456, 6206569, 66, 1040
1457, 6206957, 66, 1040
1458, 6206951, 66, 1040
1459, 6208357, 66, 1041
1460, 6208654, 66, 1041
1461, 6208981, 66, 1041
1462, 6307565, 69, 1061
1463, 6309772, 69, 1062
1464, 6309863, 69, 1062
1465, 6312103, 69, 1062
1466, 6311979, 69, 1062
1467, 6317001, 69, 1062
1468, 6322040, 69, 1063
1469, 6322281, 69, 1063
1470, 6484022, 76, 1096
1471, 6489194, 76, 1097
1472, 6489476, 76, 1097
1473, 6488745, 76, 1097
1474, 6776883, 91, 1193
1475, 6812837, 92, 1211
1476, 6812527, 92, 1211
1477, 6818685, 92, 1211
1478, 6882175, 93, 1216
1479, 6882804, 93, 1216
1480, 7009268, 96, 1247
1481, 7009268, 96, 1247
1482, 7009758, 96, 1247
1483, 7114162, 99, 1258
1484, 7112715, 99, 1258
1485, 7144085, 100, 1260
1486, 7144308, 100, 1260
1487, 7190795, 102, 1279
1488, 7264122, 105, 1288
1489, 7264969, 105, 1288
1490, 7288967, 105, 1291
1491, 7445280, 118, 1339
1492, 7445528, 118, 1339
1493, 7549900, 118, 1354
1494, 7550098, 118, 1354
1495, 7723306, 123, 1397
1496, 7722750, 123, 1397
1497, 7722250, 123, 1397
1498, 7884893, 126, 1421
1499, 7884401, 126, 1421
1500, 8125564, 134, 1476
1501, 8246211, 136, 1489
1502, 8246593, 136, 1489
1503, 8246520, 136, 1489
1504, 8246670, 136, 1489
1505, 8327421, 137, 1509
1506, 8324043, 137, 1525
1507, 8324162, 137, 1525
1508, 8323950, 137, 1525
1509, 8332405, 137, 1527
1510, 8332499, 137, 1527
1511, 8332510, 137, 1527
1512, 8332510, 137, 1527
1513, 8358764, 138, 1535
1514, 8358795, 138, 1535
1515, 8358795, 138, 1535
1516, 8379032, 138, 1537
1517, 8379157, 138, 1537
1518, 8379447, 138, 1537
1519, 8379525, 138, 1537
1520, 8379519, 138, 1537
1521, 8399092, 139, 1541
1522, 8399092, 139, 1541
1523, 8399095, 139, 1541
1524, 8399234, 139, 1541
1525, 8591255, 139, 1549
1526, 8591504, 139, 1549
1527, 8590958, 139, 1549
1528, 8590958, 139, 1549
1529, 8591335, 139, 1549
1530, 8591377, 139, 1549
1531, 8591685, 139, 1549
1532, 8591919, 139, 1549
1533, 8591921, 139, 1549
1534, 8591965, 139, 1549
1535, 8591942, 139, 1549
1536, 8591837, 139, 1549
1537, 8592690, 139, 1549
1538, 8592690, 139, 1549
1539, 8592724, 139, 1549
1540, 8593271, 139, 1549
1541, 8593447, 139, 1549
1542, 8593440, 139, 1549
1543, 8593448, 139, 1549
1544, 8593682, 139, 1549
1545, 8603005, 139, 1549
1546, 8605828, 139, 1549
1547, 8606038, 139, 1549
1548, 8606162, 139, 1549
1549, 8606272, 139, 1549
1550, 8606272, 139, 1549
1551, 8606305, 139, 1549
1552, 8608902, 139, 1549
1553, 8608903, 139, 1549
1554, 8611532, 139, 1549
1555, 8612127, 139, 1549
1556, 8614489, 139, 1549
1557, 8617030, 139, 1549
1558, 8617229, 139, 1549
1559, 8629559, 139, 1551
1560, 8629687, 139, 1551
1561, 8635532, 139, 1552
1562, 8636254, 139, 1552
1563, 8636264, 139, 1552
1564, 8638998, 139, 1553
1565, 8639085, 139, 1553
1566, 8639973, 139, 1553
1567, 8640106, 139, 1553
1568, 8641678, 139, 1553
1569, 8642787, 139, 1553
1570, 8643684, 139, 1553
1571, 8645062, 139, 1553
1572, 8645273, 139, 1553
1573, 8645421, 139, 1553
1574, 8647448, 139, 1553
1575, 8649121, 139, 1553
1576, 8652741, 139, 1554
1577, 8653216, 139, 1554
1578, 8653221, 139, 1554
1579, 8653790, 139, 1554
1580, 8654340, 139, 1554
1581, 8654336, 139, 1554
1582, 8658169, 139, 1553
1583, 8658294, 139, 1553
1584, 8658322, 139, 1553
1585, 8658643, 139, 1553
1586, 8658643, 139, 1553
1587, 8661020, 139, 1554
1588, 8661020, 139, 1554
1589, 8661020, 139, 1554
1590, 8661014, 139, 1554
1591, 8665658, 139, 1555
1592, 8666030, 139, 1555
1593, 8666028, 139, 1555
1594, 8666117, 139, 1555
1595, 8666289, 139, 1555
1596, 8667387, 139, 1555
1597, 8667806, 139, 1555
1598, 8671302, 139, 1556
1599, 8673804, 139, 1557
1600, 8674366, 139, 1557
1601, 8674023, 139, 1557
1602, 8674019, 139, 1557
1603, 8676050, 139, 1557
1604, 8676949, 139, 1557
1605, 8676949, 139, 1557
1606, 8676951, 139, 1557
1607, 8676942, 139, 1557
1608, 8679715, 139, 1558
1609, 8681151, 139, 1558
1610, 8684836, 140, 1560
1611, 8681151, 139, 1558
1612, 8681149, 139, 1558
1613, 8681151, 139, 1558
1614, 8684911, 140, 1560
1615, 8687626, 140, 1561
1616, 8687721, 140, 1561
1617, 8691219, 140, 1563
1618, 8691219, 140, 1563
1619, 8691800, 140, 1563
1620, 8691809, 140, 1563
1621, 8691677, 140, 1563
1622, 8699520, 140, 1563
1623, 8691677, 140, 1563
1624, 8691895, 140, 1563
1625, 8691921, 140, 1563
1626, 8691914, 140, 1563
1627, 8691952, 140, 1563
1628, 8691990, 140, 1563
1629, 8710916, 140, 1564
1630, 8718432, 140, 1564
1631, 8718510, 140, 1564
1632, 8718542, 140, 1564
1633, 8718664, 140, 1564
1634, 8718666, 140, 1564
1635, 8718814, 140, 1564
1636, 8718931, 140, 1564
1637, 8719112, 140, 1564
1638, 8719109, 140, 1564
1639, 8719202, 140, 1564
1640, 8719374, 140, 1564
1641, 8719556, 140, 1564
1642, 8719544, 140, 1564
1643, 8719643, 140, 1564
1644, 8719924, 140, 1564
1645, 8720028, 140, 1564
1646, 8720157, 140, 1564
1647, 8720154, 140, 1564
1648, 8720162, 140, 1564
1649, 8720268, 140, 1564
1650, 8720276, 140, 1564
1651, 8721448, 140, 1564
1652, 8721475, 140, 1564
1653, 8722766, 140, 1564
1654, 8722959, 140, 1564
1655, 8723846, 140, 1565
1656, 8724409, 140, 1565
1657, 8724590, 140, 1565
1658, 8729940, 140, 1569
1659, 8734656, 140, 1573
1660, 8734994, 140, 1573
1661, 8735282, 140, 1573
1662, 8735350, 140, 1573
1663, 8735462, 140, 1573
1664, 8735464, 140, 1573
1665, 8742084, 140, 1575
1666, 8742107, 140, 1575
1667, 8742019, 140, 1575
1668, 8742046, 140, 1575
1669, 8742083, 140, 1575
1670, 8742198, 140, 1575
1671, 8742172, 140, 1575
1672, 8742192, 140, 1575
1673, 8743091, 140, 1575
1674, 8744024, 140, 1575
1675, 8743269, 140, 1575
1676, 8743266, 140, 1575
1677, 8749084, 140, 1576
1678, 8749094, 140, 1576
1679, 8749112, 140, 1576
1680, 8751253, 140, 1576
1681, 8753391, 140, 1577
1682, 8753870, 140, 1577
1683, 8754130, 140, 1577
1684, 8754130, 140, 1577
1685, 8754956, 140, 1577
1686, 8757244, 140, 1577
1687, 8756392, 140, 1577
1688, 8756493, 140, 1577
1689, 8756645, 140, 1577
1690, 8756705, 140, 1577
1691, 8756815, 140, 1577
1692, 8756819, 140, 1577
1693, 8762971, 140, 1577
1694, 8763497, 140, 1577
1695, 8763592, 140, 1577
1696, 8763555, 140, 1577
1697, 8764163, 140, 1577
1698, 8764273, 140, 1577
1699, 8764480, 140, 1577
1700, 8778152, 140, 1579
1701, 8778153, 140, 1579
1702, 8777545, 140, 1579
1703, 8777614, 140, 1579
1704, 8777709, 140, 1579
1705, 8778635, 140, 1579
1706, 8778691, 140, 1579
1707, 8778719, 140, 1579
1708, 8778305, 140, 1579
1709, 8778600, 140, 1579
1710, 8778618, 140, 1579
1711, 8778619, 140, 1579
1712, 8778610, 140, 1579
1713, 8778794, 140, 1579
1714, 8778769, 140, 1579
1715, 8779159, 140, 1579
1716, 8786437, 141, 1585
1717, 8786437, 141, 1585
1718, 8793380, 141, 1588
1719, 8796261, 141, 1589
1720, 8796855, 141, 1589
1721, 8796849, 141, 1589
1722, 8796881, 141, 1589
1723, 8796987, 141, 1589
1724, 8797287, 141, 1589
1725, 8797300, 141, 1589
1726, 8797392, 141, 1589
1727, 8809385, 141, 1589
1728, 8809390, 141, 1589
1729, 8809393, 141, 1589
1730, 8809484, 141, 1589
1731, 8814853, 141, 1590
1732, 8815175, 141, 1590
1733, 8815231, 141, 1590
1734, 8815480, 141, 1590
1735, 8815498, 141, 1590
1736, 8815561, 141, 1590
1737, 8819076, 141, 1591
1738, 8820242, 141, 1591
1739, 8820319, 141, 1591
1740, 8820182, 141, 1591
1741, 8819988, 141, 1591
1742, 8820013, 141, 1591
1743, 8820722, 141, 1591
1744, 8821156, 141, 1591
1745, 8822680, 141, 1591
1746, 8822700, 141, 1591
1747, 8821349, 141, 1591
1748, 8821513, 141, 1591
1749, 8821880, 141, 1591
1750, 8827100, 141, 1592
1751, 8827101, 141, 1592
1752, 8827624, 141, 1592
1753, 8829497, 141, 1592
1754, 8829767, 141, 1592
1755, 8834915, 141, 1593
1756, 8834945, 141, 1593
1757, 8834989, 141, 1593
1758, 8836355, 141, 1593
1759, 8837408, 141, 1593
1760, 8845279, 141, 1593
1761, 8845258, 141, 1593
1762, 8845272, 141, 1593
1763, 8850373, 141, 1593
1764, 8850945, 141, 1593
1765, 8851861, 141, 1593
1766, 8854884, 141, 1593
1767, 8855934, 141, 1593
1768, 8860338, 141, 1594
1769, 8860548, 141, 1594
1770, 8863665, 141, 1595
1771, 8864655, 141, 1595
1772, 8864657, 141, 1595
1773, 8864691, 141, 1595
1774, 8868360, 141, 1596
1775, 8871657, 141, 1596
1776, 8876347, 141, 1596
1777, 8873050, 141, 1596
1778, 8873427, 141, 1596
1779, 8873632, 141, 1596
1780, 8873638, 141, 1596
1781, 8880172, 141, 1596
1782, 8880120, 141, 1596
1783, 8883202, 141, 1596
1784, 8884579, 141, 1596
1785, 8884748, 141, 1596
1786, 8884631, 141, 1596
1787, 8884659, 141, 1596
1788, 8884731, 141, 1596
1789, 8884731, 141, 1596
1790, 8885789, 141, 1596
1791, 8886266, 141, 1596
1792, 8888550, 141, 1597
1793, 8889078, 141, 1597
1794, 8889919, 141, 1597
1795, 8890085, 141, 1597
1796, 8889849, 141, 1597
1797, 8890034, 141, 1597
1798, 8892974, 141, 1598
1799, 8892992, 141, 1598
1800, 8894607, 141, 1598
1801, 8894623, 141, 1598
1802, 8894667, 141, 1598
1803, 8894881, 141, 1598
1804, 8893811, 141, 1598
1805, 8951314, 142, 1606
1806, 8951348, 142, 1606
1807, 8951348, 142, 1606
1808, 8951854, 142, 1606
1809, 8952060, 142, 1606
1810, 8952059, 142, 1606
1811, 8952120, 142, 1606
1812, 8952196, 142, 1606
1813, 8952207, 142, 1606
1814, 8953694, 142, 1607
1815, 8953732, 142, 1607
1816, 8953933, 142, 1607
1817, 8954504, 142, 1607
1818, 8955586, 142, 1607
1819, 8959023, 142, 1608
1820, 8958936, 142, 1608
1821, 8958926, 142, 1608
1822, 8958987, 142, 1608
1823, 8959201, 142, 1608
1824, 8959715, 142, 1608
1825, 8959747, 142, 1608
1826, 8962999, 142, 1608
1827, 8962978, 142, 1608
1828, 8963312, 142, 1608
1829, 8963312, 142, 1608
1830, 8963861, 142, 1608
1831, 8963873, 142, 1608
1832, 8964071, 142, 1608
1833, 8966047, 142, 1608
1834, 8965791, 142, 1608
1835, 8966205, 142, 1608
1836, 8966467, 142, 1608
1837, 8967054, 142, 1608
1838, 8967241, 142, 1608
1839, 8967976, 142, 1608
1840, 8967967, 142, 1608
1841, 8969891, 142, 1608
1842, 8970196, 142, 1608
1843, 8970267, 142, 1608
1844, 8970332, 142, 1608
1845, 8969417, 142, 1607
1846, 8969837, 145, 1610
1847, 8970035, 145, 1611
1848, 8969474, 143, 1608
1849, 8970150, 144, 1610
1850, 8970150, 144, 1610
1851, 8970150, 144, 1610
1852, 8970446, 144, 1610
1853, 8970465, 144, 1610
1854, 8970820, 146, 1612
1855, 8970820, 146, 1612
1856, 8971017, 146, 1613
1857, 8971360, 146, 1613
1858, 8970874, 146, 1612
1859, 8971915, 146, 1613
1860, 8972405, 146, 1613
1861, 8965533, 146, 1613
1862, 8964221, 146, 1613
1863, 8959809, 146, 1613
1864, 8959933, 146, 1613
1865, 8959925, 146, 1613
1866, 8960069, 146, 1613
1867, 8963712, 147, 1614
1868, 8963410, 147, 1614
1869, 8965415, 147, 1614
1870, 9096736, 147, 1614
1871, 9097408, 147, 1614
1872, 9097407, 147, 1614
1873, 9098293, 147, 1614
1874, 9098705, 147, 1614
1875, 9098814, 147, 1614
1876, 9099485, 147, 1614
1877, 9097869, 147, 1614
1878, 9101692, 147, 1615
1879, 9102504, 147, 1615
1880, 9103842, 147, 1616
1881, 9103951, 147, 1616
1882, 9104292, 147, 1616
1883, 9104292, 147, 1616
1884, 9104606, 147, 1616
1885, 9104836, 147, 1616
1886, 9104976, 147, 1616
1887, 9116207, 148, 1626
1888, 9127215, 148, 1629
1889, 9127545, 148, 1629
1890, 9126912, 148, 1629
1891, 9126914, 148, 1629
1892, 9127435, 148, 1629
1893, 9130049, 149, 1630
1894, 9127962, 148, 1629
1895, 9128151, 148, 1629
1896, 9124705, 148, 1627
1897, 9131393, 149, 1631
1898, 9131394, 149, 1631
1899, 9131622, 149, 1631
1900, 9131661, 149, 1631
1901, 9131684, 149, 1631
1902, 9132780, 149, 1631
1903, 9133308, 149, 1631
1904, 9134836, 149, 1631
1905, 9134849, 149, 1631
1906, 9145148, 149, 1632
1907, 9145774, 149, 1632
1908, 9146102, 149, 1632
1909, 9146106, 149, 1632
1910, 9145342, 149, 1632
1911, 9147663, 149, 1633
1912, 9147970, 149, 1633
1913, 9151463, 149, 1634
1914, 9151814, 149, 1634
1915, 9151819, 149, 1634
1916, 9152249, 149, 1634
1917, 9152505, 149, 1634
1918, 9152531, 149, 1634
1919, 9152345, 149, 1634
1920, 9152327, 149, 1634
1921, 9152455, 149, 1634
1922, 9155845, 149, 1634
1923, 9155919, 149, 1634
1924, 9156838, 149, 1634
1925, 9156904, 149, 1634
1926, 9156936, 149, 1634
1927, 9157157, 149, 1634
1928, 9157186, 149, 1634
1929, 9157268, 149, 1634
1930, 9154601, 149, 1634
1931, 9154715, 149, 1634
1932, 9155707, 149, 1634
1933, 9155852, 149, 1634
1934, 9155855, 149, 1634
1935, 9167013, 149, 1636
1936, 9172978, 149, 1637
1937, 9173038, 149, 1637
1938, 9173119, 149, 1637
1939, 9173099, 149, 1637
1940, 9176201, 149, 1638
1941, 9176452, 149, 1638
1942, 9176580, 149, 1638
1943, 9176633, 149, 1638
1944, 9176707, 149, 1638
1945, 9176829, 149, 1638
1946, 9176831, 149, 1638
1947, 9177916, 149, 1638
1948, 9178240, 149, 1639
1949, 9178298, 149, 1639
1950, 9177845, 149, 1639
1951, 9172182, 149, 1638
1952, 9172372, 149, 1638
1953, 9173161, 149, 1638
1954, 9173279, 149, 1638
1955, 9173376, 149, 1638
1956, 9173382, 149, 1638
1957, 9174831, 149, 1638
1958, 9174978, 149, 1638
1959, 9175021, 149, 1638
1960, 9175022, 149, 1638
1961, 9175116, 149, 1638
1962, 9175791, 149, 1638
1963, 9175791, 149, 1638
1964, 9173032, 149, 1637
1965, 9172852, 149, 1637
1966, 9173012, 149, 1637
1967, 9174073, 149, 1637
1968, 9174479, 149, 1637
1969, 9175819, 149, 1637
1970, 9175928, 149, 1637
1971, 9176277, 149, 1637
1972, 9176289, 149, 1637
1973, 9176290, 149, 1637
1974, 9195355, 149, 1639
1975, 9195430, 149, 1639
1976, 9195449, 149, 1639
1977, 9195489, 149, 1639
1978, 9201495, 149, 1640
1979, 9201498, 149, 1640
1980, 9201563, 149, 1640
1981, 9202594, 149, 1640
1982, 9202770, 149, 1640
1983, 9202892, 149, 1640
1984, 9203912, 149, 1640
1985, 9204300, 149, 1640
1986, 9204534, 149, 1640
1987, 9204843, 149, 1640
1988, 9204856, 149, 1640
1989, 9205323, 149, 1640
1990, 9205616, 149, 1640
1991, 9205710, 149, 1640
1992, 9206072, 149, 1640
1993, 9206364, 149, 1640
1994, 9206417, 149, 1640
1995, 9212003, 149, 1641
1996, 9212081, 149, 1641
1997, 9217789, 149, 1643
1998, 9220142, 149, 1644
1999, 9220202, 149, 1644
2000, 9220204, 149, 1644
2001, 9220470, 149, 1644
2002, 9220470, 149, 1644
2003, 9220704, 149, 1644
2004, 9220832, 149, 1644
2005, 9220893, 149, 1644
2006, 9220893, 149, 1644
2007, 9220988, 149, 1644
2008, 9221326, 149, 1644
2009, 9220988, 149, 1644
2010, 9220893, 149, 1644
2011, 9221284, 149, 1644
2012, 9221705, 149, 1644
2013, 9221947, 149, 1644
2014, 9223543, 149, 1645
2015, 9223566, 149, 1645
2016, 9223566, 149, 1645
2017, 9223924, 149, 1645
2018, 9223967, 149, 1645
2019, 9224054, 149, 1645
2020, 9224251, 149, 1645
2021, 9224217, 149, 1645
2022, 9224354, 149, 1645
2023, 9224394, 149, 1645
2024, 9224591, 149, 1645
2025, 9225203, 149, 1645
2026, 9224798, 149, 1645
2027, 9224780, 149, 1645
2028, 9228693, 149, 1646
2029, 9228702, 149, 1646
2030, 9229812, 149, 1646
2031, 9229819, 149, 1646
2032, 9229818, 149, 1646
2033, 9229850, 149, 1646
